Checklist,Clause,Req Name,Details,Project ID,Verification Method
25,5.5.1.2,Head Restraints (note 5.2.4 not applicable),"Parts of the front and rear faces of head restraints situated in area 2, as defined in paragraph 6.8.1.2. below, shall be so padded as to prevent any direct contact of the head with the components of the structure and shall meet the requirements of paragraph 5.2.4. above applicable to the rear parts of seats situated in area 2. In the case of head restraints integrated with the seat back, the front face of the head restraint is considered as the area located above a plane perpendicular to the reference line at 540 mm from the R point and between two vertical longitudinal planes at 85 mm on either side of the reference line. In the case of head restraints integrated with the seat back, the front face of the head restraint is considered as the area located above a plane perpendicular to the reference line at 540 mm from the R point and between two vertical longitudinal planes at 85 mm on either side of the reference line.",SRP8-032,N/A
26,5.5.2,Head Restraints,"Parts of the front and rear faces of the head restraints situated in area 1, as defined in paragraph 6.8.1.1.3. below shall pass the energy absorption test.",SRP8-032,ADR Testing Procedure
27,5.5.2.1,Head Restraints,"This requirement is deemed to be met if in the tests carried out by the procedure specified in Annex 6 the deceleration of the headform does not exceed 80 g continuously for more than 3 ms. Moreover, no dangerous edge shall occur during or remain after the test.",SRP8-032,ADR Testing Procedure
37,5.5.3,,"The requirements of paragraphs 5.5.1. and 5.5.2. above, shall not apply to rear parts of head restraints designed to be fitted to seats behind which no seat is provided.",,N/A
28,5.5.4,Head Restraints,The head restraints shall be secured to the seat or to the vehicle structure in such a way that no rigid and dangerous parts project from the padding of the head restraint or from its attachments to the seat-back as a result of the pressure exerted by the headform during the test.,SRP8-032,Inspection
38,5.5.5,Head Restraints,"In the case of a seat fitted with head restraints, the provisions of paragraph 5.2.3. may, after agreement of the Technical Service, be considered to be met if the seat fitted with its head restraint complies with the provisions of paragraph 5.5.2. above.",,N/A
39,5.6.1,Head Restraints,The height of head restraints shall be measured as described in paragraph 6.5. below.,,
29,5.6.2,Head Restraints,"For head restraints not adjustable for height, the height shall be not less than 800 mm in the case of front seats and 750 mm in the case of other seats.",SRP8-032,Inspection
30,5.6.4,Head Restraints,"The dimensions mentioned in paragraphs 5.6.2. and 5.6.3.1. above may be less than 800 mm in the case of front seats and 750 mm in the case of other seats to leave adequate clearance between the head restraint and the interior surface of the roof, the windows or any part of the vehicle structure; however, the clearance shall not exceed 25 mm. In the case of seats fitted with displacement and/or adjustment systems, this shall apply to all seat positions. Furthermore, by derogation to paragraph 5.6.3.2. above, there shall not be any ""use position"" resulting in a height lower than 700 mm.",SRP8-032,N/A
31,5.8,Head Restraints,There shall be no gap of more than 60 mm between the seat-back and the head restraint in the case of a device not adjustable for height.,SRP8-032,Inspection
32,5.9,Head Restraints,"In the case of head restraints integral with the seatback, the area to be considered is:
Above a plane perpendicular to the reference line at 540 mm from the R point.
Between two vertical longitudinal planes passing at 85 mm on either side of the reference line. In this area, one or more gaps which regardless of their shape can show a distance ""a"" of more than 60 mm when measured as described in paragraph 6.7. below, are permitted provided that, after the additional test under paragraph 6.4.3.3.2. below, the requirements of paragraph 5.12. below are still met.",SRP8-032,ADR Testing Procedure
33,5.11,Head Restraints,"The width of the head restraint shall be such as to provide appropriate support for the head of a person normally seated. As determined according to the procedure described in paragraph 6.6. below, the head restraint shall cover an area extending not less than 85 mm to each side of the vertical median plane of the seat for which the head restraint is intended.",SRP8-032,ADR Testing Procedure
34,5.12,Head Restraints,"The head restraint and its anchorage shall be such that the maximum backward displacement X of the head permitted by the head restraint and measured in conformity with the static procedure laid down in paragraph 6.4.3. below, is less than 102 mm.",SRP8-032,ADR Testing Procedure
35,5.13,Head Restraints,"The head restraint and its anchorage shall be strong enough to bear without breakage the load specified in paragraph 6.4.3.6. below. In the case of head restraints integral with the seatback, the requirements of this paragraph shall apply to the part of the seatback structure situated above a plane perpendicular to the reference line at 540 mm from the R point.",SRP8-032,ADR Testing Procedure
36,5.15,Head Restraints,"The strength of the seatback and of its locking devices is deemed to meet the requirements set out in paragraph 6.2. below when, after testing in accordance with paragraph 6.4.3.6. below, no breakage of the seat or seatback has occurred; otherwise, it shall be shown that the seat is capable of meeting the test requirements set out in paragraph 6.2. below.",SRP8-032,N/A
