Checklist,Clause,Req Name,Details,Project ID,Verification Method
25,6.2.3.2,Adjustment Test,Two samples of each belt adjusting device shall be tested in accordance with the requirements of paragraph 7.3. below. The strap slip shall not exceed 25 mm for each sample of adjusting device and the sum of shifts for all the adjusting devices shall not exceed 40 mm.,SRP8-034,ADR Testing Procedure
26,6.2.3.3,Adjustment Strength Test,All the adjustment devices shall be tested for strength as prescribed in paragraph 7.5.1. below. They shall not break or become detached under the tension set up by the prescribed load.,SRP8-034,ADR Testing Procedure
27,6.2.3.4,Adjustment Device Force,When tested in accordance with paragraph 7.5.6. below the force required to operate any manually adjusting device shall not exceed 5 daN.,SRP8-034,ADR Testing Procedure
28,6.2.4,Attachments and belt adjustment devices for height,The attachments shall be tested for strength as prescribed in paragraphs 7.5.1. and 7.5.2. below. The actual belt adjustment devices for height shall be tested for strength as prescribed in paragraph 7.5.2. of this Regulation where they have not been tested on the vehicle in application of Regulation No. 14 (in its last version of amendments) relative to anchorages of safety-belts. These parts shall not break or become detached under the tension set up by the prescribed load.,SRP8-034,ADR Testing Procedure
29,6.2.5 Pt1,Retractor General Tests Pt 1,"Retractors shall be subjected to tests and shall fulfil the requirements specified below, including the tests for strength prescribed in paragraphs 7.5.1. and 7.5.2. below. (These requirements are such that they exclude non-locking retractors.)",SRP8-034,ADR Testing Procedure
30,6.2.5 Pt2,Retractor General Tests Pt 2,"Retractors shall be subjected to tests and shall fulfil the requirements specified below, including the tests for strength prescribed in paragraphs 7.5.1. and 7.5.2. below. (These requirements are such that they exclude non-locking retractors.)",SRP8-034,ADR Testing Procedure
127,6.2.5.2,Automatically locking retractors,,SRP8-034,
31,6.2.5.2.1,Strap Movement,"The strap of a safety-belt assembly equipped with an automatically locking retractor shall not move more than 30 mm between locking positions of the retractor. After a rearward movement of the wearer, the belt shall either remain at its initial position or return to that position automatically on subsequent forward movements of the wearer.",SRP8-034,Test
32,6.2.5.2.2 Pt 1,Retracting Force (Lab Belt),"If the retractor is part of a lap belt, the retracting force of the strap shall be not less than 0.7 daN when measured in the free length between the dummy and the retractor in accordance with paragraph 7.6.4. below.",SRP8-034,Test
33,6.2.5.2.2 Pt 2,Retracting Force (Upper torso restraint),"If the retractor is part of an upper torso restraint, the retracting force of the strap shall be not less than 0.1 daN and not more than 0.7 daN when similarly measured.",SRP8-034,Test
34,6.2.5.2.3,Whole Procedure of Tests Below,,SRP8-034,
35,6.2.5.2.3 Pt 1,Retract Test 1 (7.6.1),"The strap shall be withdrawn from the retractor and allowed to retract repeatedly by the method described in paragraph 7.6.1. until 5,000 cycles have been completed.",SRP8-034,ADR Testing Procedure
36,6.2.5.2.3 Pt 2,Retractor Corrosion Test,The retractor shall then be subjected to the corrosion test given in paragraph 7.2,SRP8-034,ADR Testing Procedure
37,6.2.5.2.3 Pt 3,Retractor Dust Test,and after that to the dust test given in paragraph 7.6.3. below,SRP8-034,ADR Testing Procedure
38,6.2.5.2.3 Pt 4,Retract Test 2 (7.6.1),"It shall then satisfactorily complete a further 5,000 cycles of withdrawal and retraction.",SRP8-034,ADR Testing Procedure
39,6.2.5.2.3 Pt 5,Still meet 6.2.5.2.1,After the above tests the retractor shall operate correctly and still meet the requirements of paragraphs 6.2.5.2.1. and 6.2.5.2.2. above.,SRP8-034,Test
40,6.2.5.2.3 Pt 6,Still meet 6.2.5.2.2,After the above tests the retractor shall operate correctly and still meet the requirements of paragraphs 6.2.5.2.1. and 6.2.5.2.2. above.,SRP8-034,ADR Testing Procedure
128,6.2.5.3,Emergency locking retractors,,SRP8-034,
41,6.2.5.3.1,Conditions (Emergency Locking),"An emergency locking retractor, when tested in accordance with paragraph 7.6.2. below, shall satisfy the conditions below. In the case of a single sensitivity, according to paragraph 2.14.4.1. of this Regulation, only the specifications regarding deceleration of the vehicle are valid.",SRP8-034,ADR Testing Procedure
42,6.2.5.3.1.1,Deceleration Conditions Pt 1,The locking shall have occurred when the deceleration of the vehicle reaches 0.45 g in the case of type 4 or 0.85 g in the case of type 4N retractors.,SRP8-034,ADR Testing Procedure
43,6.2.5.3.1.2,Deceleration Conditions Pt 2,It shall not lock for values of acceleration of the strap measured in the direction of the extraction of the strap of less than 0.8 g in the case of type 4 or less than 1.0 g in the case of type 4N retractors.,SRP8-034,ADR Testing Procedure
44,6.2.5.3.1.3,Tilting Angle Locking Pt 1,It shall not lock when its sensing device is tilted 12° or less in any direction from the installation position specified by its manufacturer.,SRP8-034,ADR Testing Procedure
45,6.2.5.3.1.4,Tilting Angle Locking Pt 2,It shall lock when its sensing device is tilted by more than 27° in the case of type 4 or 40° in the case of type 4N retractors in any direction from the installation position specified by its manufacturer.,SRP8-034,ADR Testing Procedure
46,6.2.5.3.1.5,Automatically locking upon lack of signal/power,"In cases where the operation of a retractor depends on an external signal or power source, the design shall ensure that the retractor locks automatically upon failure or interruption of that signal or power source. However, this requirement need not be met in the case of a retractor with multiple sensitivities, provided only one sensitivity is dependent on an external signal or power source and the failure of the signal or power source is indicated to the driver by optical and/or acoustical means.",SRP8-034,inspection
47,6.2.5.3.2,Emergency Locking Retractor with Multiple Sensitivity,"When tested in accordance with paragraph 7.6.2. below, an emergency locking retractor with multiple sensitivity, including strap sensitivity, shall comply with the specified requirements and also lock up when strap acceleration measured in the direction of unreeling is not less than 3.0 g.",SRP8-034,ADR Testing Procedure
48,6.2.5.3.3 Pt 1,Maximum Strap Movement,In the case of the tests mentioned in paragraphs 6.2.5.3.1. and 6.2.5.3.2. above the amount of strap movement which may occur before the retractor locks shall not exceed 50 mm starting at the length given in paragraph 7.6.2.1.,SRP8-034,ADR Testing Procedure
49,6.2.5.3.3 Pt 2,Locking during strap movement,In the case of the test mentioned in paragraph 6.2.5.3.1.2. above locking shall not occur during the 50 mm of strap movement starting at the length given in paragraph 7.6.2.1. below.,SRP8-034,ADR Testing Procedure
50,6.2.5.3.4 Pt 1,Retracting Force (strap of lap belt),"If the retractor is part of a lap belt, the retracting force of the strap shall be not less than 0.7 daN when measured in the free length between the dummy and the retractor in accordance with paragraph 7.6.4.",SRP8-034,ADR Testing Procedure
51,6.2.5.3.4 Pt 2,Retracting Force (strap of upper torso restraint),"If the retractor is part of an upper torso restraint, the retracting force of the strap shall be not less than 0.1 daN and not more than 0.7 daN when similarly measured, except for a belt equipped with a tension-reducing device, in which case the minimum retracting force may be reduced to 0.05 daN only when such a device is in operation mode. If the strap passes through a guide or pulley, the retracting force shall be measured in the free length between the dummy and the guide or pulley.",SRP8-034,ADR Testing Procedure
52,6.2.5.3.4 More Info,More Information about 6.2.5.3.4,"If the assembly incorporates a device that upon manual or automatic operation prevents the strap from being completely retracted, such a device shall not be operated when these requirements are assessed.
If the assembly incorporates a tension-reducing device, the retracting force of the strap described in the above shall be measured with the device in operation mode and non-operation mode when these requirements are assessed before and after durability tests according to paragraph 6.2.5.3.5. below.",SRP8-034,N/A
53,6.2.5.3.5,Strap Repetitive Retraction,"The strap shall be withdrawn from the retractor and allowed to retract repeatedly by the method described in paragraph 7.6.1. until 40,000 cycles have been completed. The retractor shall then be subjected to the corrosion test given in paragraph 7.2. and after that to the dust test prescribed in paragraph 7.6.3. below. It shall then satisfactorily complete a further 5,000 cycles (making 45,000 in all).
If the assembly incorporates a tension-reducing device, the above tests shall be conducted on condition that the tension-reducing device is in operation mode and in non-operation mode.
After the above tests, the retractor shall operate correctly and still meet the requirements of paragraphs 6.2.5.3.1., 6.2.5.3.3. and 6.2.5.3.4. above.",SRP8-034,ADR Testing Procedure
54,6.2.5.4,Retractors post durability test,"Retractors shall fulfill, after durability test according to paragraph 6.2.5.3.5., and immediately after the retracting force measurement according to paragraph 6.2.5.3.4. above, all next two specifications:",SRP8-034,ADR Testing Procedure
55,6.2.5.4.1,Slack avoidance,"When retractors except automatically locking retractors are tested according to paragraph 7.6.4.2. below, the retractors shall be able to avoid any slack between torso and belt, and,",SRP8-034,ADR Testing Procedure
56,6.2.5.4.2,Full retraction of strap,"When the buckle is unlatched to release the tongue, the retractor alone shall be able to retract strap fully.",SRP8-034,Test
129,6.2.6,Pre-loading Device,,SRP8-034,
57,6.2.6.1,Post corrosion testing,"After being submitted to corrosion testing in accordance with paragraph 7.2. below, the pre-loading device (including the impact sensor connected to the device by the original plugs but without any current passing through them) shall operate normally.",SRP8-034,ADR Testing Procedure
58,6.2.6.2,Inadvertent operation,It shall be verified that inadvertent operation of the device does not involve any risk of bodily injury for wearer.,SRP8-034,test
59,6.2.6.3.1,Pyrotechnic pre-loading conditions Pt 1,"In the case of pyrotechnic pre-loading devices: After being submitted to conditioning in accordance with paragraph 7.9.1. below, operation of the pre-loading device shall not have been activated by temperature and the device shall operate normally.",SRP8-034,ADR Testing Procedure
60,6.2.6.3.2,Pyrotechnic pre-loading conditions Pt 2,In the case of pyrotechnic pre-loading devices: Precautions shall be taken to prevent the hot gases expelled from igniting adjacent flammable materials.,SRP8-034,Inspection
130,6.3,Straps,,SRP8-034,
61,6.3.1,General,,SRP8-034,
62,6.3.1.1,Even Distribution,The characteristics of the straps shall be such as to ensure that their pressure on the wearer's body is distributed as evenly as possible over their width and that they do not twist even under tension. They shall have energy-absorbing and energy-dispersing capacities. The straps shall have finished selvages which shall not become unravelled in use.,SRP8-034,test
63,6.3.1.2,Strap Dimensions,"The width of the strap under load of 980 daN + 100 - 0 daN shall be not less than 46 mm. This dimension shall be measured according to the test prescribed in paragraph 7.4.3. below, stopping the machine at the above mentioned load.",SRP8-034,ADR Testing Procedure
64,6.3.2,Strength after room-conditioning,"In the case of the two straps samples conditioned in conformity with paragraph 7.4.1.1. the breaking load of the strap, determined as prescribed in paragraph 7.4.2. below, shall be not less than 1,470 daN. The difference between the breaking loads of the two samples shall not exceed 10 per cent of the greater of the breaking loads measured.",SRP8-034,ADR Testing Procedure
65,6.3.3,Strength after special conditioning,"In the case of the two strap samples conditioned in conformity with one of the provisions of paragraph 7.4.1. (except 7.4.1.1.) below, the breaking load of the strap shall be not less than 75 per cent of average of the loads determined in the test referred to in paragraph 6.3.2. and not less than 1,470 daN. The Technical Service conducting the tests may dispense with one or more of these tests if the composition of the material used or information already available renders the test or tests superfluous.",SRP8-034,ADR Testing Procedure
131,6.4,Belt assembly or restraint system,,SRP8-034,
132,6.4.1,Dynamic test,,SRP8-034,
66,6.4.1.1,Dynamic test pt 1,The belt assembly or restraint system shall be subjected to a dynamic test in conformity with paragraph 7.7. below.,SRP8-034,N/A
67,6.4.1.2 Pt 1,Pre-testing,"The dynamic test shall be performed on two belt assemblies which have not previously been under load, except in the case of belt assemblies forming part of restraint systems when the dynamic test shall be performed on the restraint systems intended for one group of seats which have not previously been under load. The buckles of the belt assemblies to be tested shall have met the requirements of paragraph 6.2.2.4. above",SRP8-034,N/A
68,6.4.1.2 Pt 2,Dust Resistance,"In the case of safety-belts with retractors, the retractor shall have been subjected to the dust resistance test laid down in paragraph 7.6.3.",SRP8-034,N/A
69,6.4.1.2 Pt 3,Pyrotechnic loading,"in addition, in the case of safety-belts or restraint systems equipped with a pre-loading device comprising pyrotechnic means, the device shall have been subjected to the conditioning specified in paragraph 7.9.1. below.",SRP8-034,N/A
70,6.4.1.2.1,Corrosion Test,"The belts shall have undergone the corrosion test described in paragraph 7.2., after which the buckles shall be subjected to 500 additional opening and closing cycles under normal conditions of use.",SRP8-034,N/A
71,6.4.1.2.2,Non-repeat test conditions,"Safety-belts with retractors shall have been subjected either to the tests described in paragraph 6.2.5.2. or to those described in paragraph 6.2.5.3. above. If, however, a retractor has already been subjected to the corrosion test in accordance with the provisions of paragraph 6.4.1.2.1. above, this test need not be repeated.",SRP8-034,N/A
72,6.4.1.2.3,Outline of most unfavourable position,"In the case of a belt intended for use with a belt adjustment device for height, as defined in paragraph 2.14.6. above, the test shall be carried out with the device adjusted in the most unfavourable position(s) chosen by the Technical Service responsible for testing. However:",SRP8-034,N/A
133,6.4.1.2.3.1,Belt Adjustment Device Consideration,"If the belt adjustment device for height is constituted by the belt anchorage, as approved in accordance with the provisions of Regulation No. 14, the Technical Service responsible for testing may, at its discretion, apply the provisions of paragraph 7.7.1. below;",SRP8-034,N/A
75,6.4.1.2.3.2,Flexible Shoulder Adjustment Device Consideration,"If a flexible shoulder adjustment device for height is part of the belt, it shall be tested as a restraint system and the Technical Service responsible for testing shall apply the provisions under paragraph 7.7.1. that count for testing on the part of the vehicle structure to which the restraint system is normally fitted.",SRP8-034,N/A
76,6.4.1.2.4,Displacement of safety belt (with preloading device),"In the case of safety-belt with a preloading device the minimum displacement specified in paragraph 6.4.1.3.2. below may be reduced by half. For the purpose of this test, the preloading device shall be in operation.",SRP8-034,N/A
77,6.4.1.2.5,Displacement of safety belt (with tension-reducing device),"In the case of a safety-belt with tension-reducing device, it shall be subjected to a durability test with such a device in operation mode according to paragraph 6.2.5.3.5 before a dynamic test. The dynamic test shall then be conducted with the tension-reducing device in operation mode.",SRP8-034,N/A
78,6.4.1.3,Group of Durability Requirements,"During this test, the following requirements shall be met:",SRP8-034,
79,6.4.1.3.1,Durability Pt 1,No part of the belt assembly or a restraint system affecting the restraint of the occupant shall break and no buckles or locking system or displacement system shall release or unlock; and,SRP8-034,"After impact the belt assembly or restraint system and its rigid parts are inspected visually per paragraph 7.7.6, without opening the buckle, to determine whether there has been any failure or breakage. Pass if no part affecting occupant restraint breaks, and no buckle, locking system or displacement system releases or unlocks."
80,6.4.1.3.2,Max Forward Displacement,"The forward displacement of the manikin shall be between 80 and 200 mm at pelvic level in the case of lap belts. In the case of other types of belts, the forward displacement shall be between 80 and 200 mm at pelvic level and between 100 and 300 mm at chest level. In the case of a harness belt, the minimum displacements specified above may be reduced by half. These displacements are the displacements in relation to the measurement points shown in Annex 7, Figure 6 to this Regulation.",SRP8-034,"Dynamic test displacement criterion, measured per paragraph 7.7.5 relative to the Annex 7 points of measurement. Pass if the forward manikin displacement between 80 and 200 mm at pelvic level; for other belt types, between 80 and 200 mm at pelvic level and between 100 and 300 mm at chest level."
134,6.4.1.3.3,No airbag (Not applicable),"In the case of a safety-belt intended to be used in an outboard front seating position protected by an airbag in front of it, the displacement of the chest reference point may exceed that specified in paragraph 6.4.1.3.2. above if its speed at this value does not exceed 24 km/h.",,N/A
135,6.4.1.3.4,No airbag (Not applicable),"In case of a seating position, other than the outboard front seating positions, which is protected with an airbag in front of it, the displacement of the chest reference point may exceed that specified in paragraph 6.4.1.3.2. above if its speed at this value does not exceed 24 km/h in tests performed with the airbag in a vehicle related environment, reflecting the vehicle coordinates of the airbag mounting and attachment points.",,N/A
136,6.4.1.4,Restraint System Reqs,In the case of a restraint system:,SRP8-034,N/A
81,6.4.1.4.1,Movement of Chest,The movement of the chest reference point may exceed that specified in Paragraph 6.4.1.3.2. above if it can be shown either by calculation or a further test that no part of the torso or the head of the manikin used in the dynamic test would have come into contact with any forward rigid part of the vehicle other than:,SRP8-034,N/A
82,6.4.1.4.1.1,Contact (Below 24km/hr),"In the case of the driver, contact of the chest with the steering assembly would be allowed, if the latter meets the requirements of Regulation No. 12 and provided contact does not occur at a speed higher than 24 km/h. For this assessment the seat shall be considered to be in the positions specified in paragraph 7.7.1.5. below.",SRP8-034,N/A
83,6.4.1.4.1.2,No Contact Allowed Conditions,"In the case of any other occupant, a contact of the head or of the chest with any rigid part of the vehicle in front of the manikin would not be allowed. Additionally contact of the manikins head with its knees is not allowed.
For this assessment the seat of the tested manikin and, if applicable, the seat in front of the manikin shall be considered to be in the positions specified in paragraph 7.7.1.6. below.",SRP8-034,N/A
84,6.4.1.4.2,Post Dynamic Test Hand Operability,"In vehicles where such devices are used, the displacement and locking systems enabling the occupants of all seats to leave the vehicle shall still be operable by hand after the dynamic test.",SRP8-034,N/A
85,6.4.1.5,Greater Displacement Permissions,"By way of derogation, in case of a restraint system, the displacements may be greater than those specified in paragraph 6.4.1.3.2. in the case where the upper anchorage fitted to the seat profits from the derogation provided in paragraph 7.4. of Regulation No. 14.",SRP8-034,N/A
86,6.4.2,Strength after abrasion conditioning,,SRP8-034,N/A
87,6.4.2.1,Breaking Strength,"For both samples conditioned in compliance with paragraph 7.4.1.6. below, the breaking strength shall be assessed as prescribed in paragraphs 7.4.2. and 7.5. below. It shall be at least equal to 75 per cent of the breaking strength average determined during tests on unabraded straps and not less than the minimum load specified for the item being tested. Difference between breaking strength of the two samples shall not exceed 20 per cent of the highest measured breaking strength. For type 1 and type 2 procedures, the breaking strength test shall be carried out on strap samples only (para. 7.4.2.). For type 3 procedure, the breaking strength test shall be carried out on the strap in combination with the metal component involved (para. 7.5.).",SRP8-034,N/A
88,6.4.2.2,Procedure Listings,"The parts of the belt assembly to be subjected to an abrasion procedure are given in the following table and the procedure types which may be appropriate for them are indicated by ""x"". A new sample shall be used for each procedure.",SRP8-034,N/A
88,6.4.2.2,Table of Procedure Listings,,SRP8-034,N/A
89,8.1.2,Safety-belt and restraint systems equipment,"The types of safety-belts or restraint systems for each seating position where installation is required shall be those specified in Annex 16 (with which neither non-locking retractors (para. 2.14.1.) nor manually unlocking retractor (para. 2.14.2.) can be used). For all seating positions where lap belts type B are specified in Annex 16 lap belts type Br3 are permitted except in the case that, in use, they retract to such an extent as to reduce comfort in a notable way after normal buckling up.",SRP8-034,N/A
90,8.1.4,Safety-belt and restraint systems equipment,"On three point belts fitted with retractors, one retractor shall operate at least on the diagonal strap",SRP8-034,N/A
91,8.1.6,Front safety belt positioning,"For the front outboard and the front centre seating positions shown in Annex 16 and marked with the symbol, lap belts of the type specified on that annex shall be considered adequate where the windscreen is located outside the reference zone defined in Annex 1 to Regulation No. 21. As regards safety-belts, the windscreen is considered as part of the reference zone when it is capable of entering into static contact with the test apparatus according to the method described in Annex 1 of Regulation No. 21.",SRP8-034,N/A
92,8.1.7,,"Every seating position in Annex 16 marked with the symbol ●, three-point belts of a type specified in Annex 16 shall be provided unless one of the following conditions is fulfilled, in which case two-point belts of a type specified in Annex 16 may be provided.",SRP8-034,N/A
93,8.1.7.1,Three point belt exemption,"There is a seat or other vehicle parts conforming to paragraph 3.5. of Appendix 1 to Regulation No. 80 directly in front, or",SRP8-034,N/A
94,8.1.7.2,Three point belt exemption,"No part of the vehicle is in or, when the vehicle is in motion, capable of being in the reference zone, or",SRP8-034,N/A
95,8.1.7.3,Three point belt exemption,Parts of the vehicle within the said reference zone comply with the energy absorbing requirements set out in Appendix 6 of Regulation No. 80,SRP8-034,N/A
96,8.2.1,Safety Belt ancorage rules,"Safety-belts, restraint systems, ISOFIX child restraint systems according to Table 2 of Annex 17 – Appendix 3, as well as i-Size child restraint systems according to Table 3 of Annex 17 – Appendix 3, shall be fixed to anchorages and in case of i-Size child restraint systems, supported by a vehicle floor contact surface, conforming to the specifications of Regulation No. 14, such as the design and dimensional characteristics, the number of anchorages, and the strength requirements.",SRP8-034,N/A
97,8.2.2,Safe instalation of restraints - general requirements,"The safety-belts, restraint systems and child restraint systems recommended by the manufacturer according to Tables 1 to 3 of Annex 17 – Appendix 3, shall be so installed that they will work satisfactorily and reduce the risk of bodily injury in the event of an accident. In particular, they shall be so installed that:",SRP8-034,N/A
98,8.2.2.1,Safe instalation of restraints - Strap configuration,The straps are not liable to assume a dangerous configuration;,SRP8-034,N/A
99,8.2.2.2,Safe installation of restraints - Strap retention on body,That the danger of a correctly positioned belt slipping from the shoulder of a wearer as a result of his/her forward movement is reduced to a minimum.,SRP8-034,N/A
100,8.2.2.3,Strap abraision protection,"The risk of the strap deteriorating through contact with sharp parts of the vehicle or seat structure, and child restraint systems recommended by the manufacturer according to Tables 1 to 3 of Annex 17 – Appendix 3, is reduced to a minimum.",SRP8-034,N/A
101,8.2.2.4,Belt accessibility and recovery,"The design and installation of every safety-belt provided for each seating position shall be such as to be readily available for use. Furthermore, where the complete seat or the seat cushion and/or the seat back can be folded to permit access to rear of the vehicle or to goods or luggage compartment, after folding and restoring those seats to the seating position, the safety-belts provided for those seats shall be accessible for use or can be easily recovered from under or behind the seat, by one person, according to instructions in the vehicle users handbook, without the need for that person to have training or practice.",SRP8-034,N/A
102,8.2.2.5,Verification of engaged buckle,"The Technical Service shall verify that, with the buckle tongue engaged in the buckle:",SRP8-034,N/A
103,8.2.2.5.2,Minimum lap section tension,"In the case of three-point belts, a tension of at least 50 N can be established in the lap section of the belt by external application of tension in the diagonal section of the belt, when positioned: (One of the below)",SRP8-034,N/A
104,8.2.2.5.2 (a),Tension Test (a),"On a 10-year manikin as specified in Annex 8, Appendix 1 to Regulation No. 44 and set in accordance with Annex 17, Appendix 4 to the present Regulation;",SRP8-034,N/A
105,8.3.1,Injury protection from rigid parts,"Rigid parts, such as the buckles, adjusting devices and attachments, shall not increase the risk of bodily injury to the wearer or to other occupants of the vehicle in the event of an acciden",SRP8-034,N/A
