Checklist,Clause,Req Name,Details,Project ID,Verification Method
28,6.2.3,Passing beam/ Driving beam calibration and Adjustment,"When so adjusted, the headlamp shall, if it is intended to provide a passing beam and a driving beam, comply with the requirements referred to in Paragraphs 6.3 and 6.4 below. If it is intended primarily to provide a passing beam, it need comply only with the requirements referred to in Paragraph 6.310.
Where a headlamp so adjusted does not meet the requirements referred to in Paragraphs 6.3 and 6.4, its adjustment may be changed, provided that the axis of the beam or the point of intersection HV specified Annex 6 to this Regulation is not laterally displaced by more than 1 degrees (= 44 cm) to the right or left11. To facilitate adjustment by means of the ""cut-off"", the headlamp may be partially occulted in order to sharpen the ""cut-off"".
If the headlamp is designed solely to provide a driving beam, it shall be so adjusted that the area of maximum illumination is centred on the point of intersection of the lines hh and vv. Such a headlamp need meet only the requirements referred to in Paragraph 6.5.
If, in the case of a headlamp designed to satisfy the requirements of this Regulation with respect to the passing beam only, the focal axis diverges appreciably from the general direction of the beam, lateral adjustment shall be effected to the manner which best satisfies the requirements for illumination at points 75 and 50.
The limit of non-adjustment of 1? to the right or left is not incompatible with vertical non-adjustment. The latter is limited only by the requirements of Paragraph 6.4.",SRP8-012,Test
29,6.2.3,Passing beam/ Driving beam calibration and Adjustment,"When so adjusted, the headlamp shall, if it is intended to provide a passing beam and a driving beam, comply with the requirements referred to in Paragraphs 6.3 and 6.4 below. If it is intended primarily to provide a passing beam, it need comply only with the requirements referred to in Paragraph 6.310.
Where a headlamp so adjusted does not meet the requirements referred to in Paragraphs 6.3 and 6.4, its adjustment may be changed, provided that the axis of the beam or the point of intersection HV specified Annex 6 to this Regulation is not laterally displaced by more than 1 degrees (= 44 cm) to the right or left11. To facilitate adjustment by means of the ""cut-off"", the headlamp may be partially occulted in order to sharpen the ""cut-off"".
If the headlamp is designed solely to provide a driving beam, it shall be so adjusted that the area of maximum illumination is centred on the point of intersection of the lines hh and vv. Such a headlamp need meet only the requirements referred to in Paragraph 6.5.
If, in the case of a headlamp designed to satisfy the requirements of this Regulation with respect to the passing beam only, the focal axis diverges appreciably from the general direction of the beam, lateral adjustment shall be effected to the manner which best satisfies the requirements for illumination at points 75 and 50.
The limit of non-adjustment of 1? to the right or left is not incompatible with vertical non-adjustment. The latter is limited only by the requirements of Paragraph 6.4.",SRP8-141,
30,6.3,Headlamp Illumination standards,,SRP8-012,Test
31,6.3,Headlamp Illumination standards,,SRP8-141,
32,6.4,Headlamp photometric value limits,"The illumination values in zones ""A"" and ""B"" 13 as shown in Figure PIC in Annex 6 shall be checked by the measurement of the photometric values of points 1 to 8 on this Figure; these values shall lie within the following limits:
1 + 2 + 3 > 0.3 lux, and 4 + 5 + 6 > 0.6 lux, and 0.7 lux > 7 > 0.1 lux and 0.7 lux > 8 > 0.2 lux",SRP8-012,Test
33,6.4,Headlamp photometric value limits,"The illumination values in zones ""A"" and ""B"" 13 as shown in Figure PIC in Annex 6 shall be checked by the measurement of the photometric values of points 1 to 8 on this Figure; these values shall lie within the following limits:
1 + 2 + 3 > 0.3 lux, and 4 + 5 + 6 > 0.6 lux, and 0.7 lux > 7 > 0.1 lux and 0.7 lux > 8 > 0.2 lux",SRP8-141,
34,6.5,Headlamp with adjustable reflector verification procedure,In the case of headlamps with an adjustable reflector the requirements of Paragraphs 6.2 to 6.4 are applicable for each mounting position indicated according to Paragraph 2.1. For verification the following procedure shall be used:,SRP8-012,
35,6.5,Headlamp with adjustable reflector verification procedure,In the case of headlamps with an adjustable reflector the requirements of Paragraphs 6.2 to 6.4 are applicable for each mounting position indicated according to Paragraph 2.1. For verification the following procedure shall be used:,SRP8-141,
36,6.5.1,Headlamp with adjustable reflector verification procedure,"Each applied position is realized on the test goniometer with respect to a line joining the centre of the light source and point HV on the aiming screen. The adjustable reflector is then moved into such a position that the light pattern on the screen corresponds to the aiming prescriptions of Paragraphs 6.1, 6.2 and/or 6.4;",SRP8-012,
37,6.5.1,Headlamp with adjustable reflector verification procedure,"Each applied position is realized on the test goniometer with respect to a line joining the centre of the light source and point HV on the aiming screen. The adjustable reflector is then moved into such a position that the light pattern on the screen corresponds to the aiming prescriptions of Paragraphs 6.1, 6.2 and/or 6.4;",SRP8-141,
38,6.5.2,Headlamp photometric requirements accordance to reflector,"With the reflector initially fixed according to Paragraph 6.5.1, the headlamp must meet the relevant photometric requirements of Paragraphs 6.2, 6.3 and 6.4;",,
39,6.5.2,Headlamp photometric requirements accordance to reflector,"With the reflector initially fixed according to Paragraph 6.5.1, the headlamp must meet the relevant photometric requirements of Paragraphs 6.2, 6.3 and 6.4;",,
40,6.5.3,Headlamp light output accordance to different reflector positions,"Additional tests are made after the reflector has been moved vertically +/- 2 degrees or at least into the maximum position, if less than 2 degrees , from its initial position by means of the headlamps adjusting device. Having re-aimed the headlamp as a whole (by means of the goniometer for example) in the corresponding opposite direction the light output in the following directions shall be controlled and lie within the required limits: passing beam: points HV and 75R (75L respectively);
driving beam: points HV (percentage of Emax).",,
41,6.5.3,Headlamp light output accordance to different reflector positions,"Additional tests are made after the reflector has been moved vertically +/- 2 degrees or at least into the maximum position, if less than 2 degrees , from its initial position by means of the headlamps adjusting device. Having re-aimed the headlamp as a whole (by means of the goniometer for example) in the corresponding opposite direction the light output in the following directions shall be controlled and lie within the required limits: passing beam: points HV and 75R (75L respectively);
driving beam: points HV (percentage of Emax).",,
42,6.5.5,Additional Headlamp light output accordance to different reflector positions,"If the applicant has not asked for special mounting positions, the headlamp shall be aimed for measurements of Paragraphs 6.2 to 6.4 with the headlamps adjusting device in its mean position. The additional tests of Paragraph 6.5.3 shall be made with the reflector moved into its extreme positions (instead of +/- 2 degrees ) by means of the headlamps adjusting device.",,
43,6.5.5,Additional Headlamp light output accordance to different reflector positions,"If the applicant has not asked for special mounting positions, the headlamp shall be aimed for measurements of Paragraphs 6.2 to 6.4 with the headlamps adjusting device in its mean position. The additional tests of Paragraph 6.5.3 shall be made with the reflector moved into its extreme positions (instead of +/- 2 degrees ) by means of the headlamps adjusting device.",,
44,6.6,Driving Beam illumination illumination,"Measurements of the illumination produced on the screen by the driving beam shall be taken with the same headlamp adjustment as for measurements under 6.3 above, or, in the case of a headlamp providing a driving beam only, in accordance with the final Paragraph of 6.2. In the case where more than one light source is used to provide the main beam, the combined functions shall be used to determine the maximum value of the illumination (Emax).
The illumination produced on the screen by the driving beam shall meet the following requirements:
The point of intersection HV of the lines hh and vv shall be situated within the isolux 90% of maximum illumination. This maximum value shall not less than 32 lux. Starting from point of intersection HV, horizontally to the right and left, illumination shall be not less than 16 lux up to a distance of 1.125 m and not less than 4 lux up to a distance of 2.25 m. (Where the flux of the standard filament lamp used for measurements is other than 700 lumens, the measurements as taken must be corrected proportionally to the ratio of the fluxes.)",SRP8-012,Test
45,6.6,Driving Beam illumination illumination,"Measurements of the illumination produced on the screen by the driving beam shall be taken with the same headlamp adjustment as for measurements under 6.3 above, or, in the case of a headlamp providing a driving beam only, in accordance with the final Paragraph of 6.2. In the case where more than one light source is used to provide the main beam, the combined functions shall be used to determine the maximum value of the illumination (Emax).
The illumination produced on the screen by the driving beam shall meet the following requirements:
The point of intersection HV of the lines hh and vv shall be situated within the isolux 90% of maximum illumination. This maximum value shall not less than 32 lux. Starting from point of intersection HV, horizontally to the right and left, illumination shall be not less than 16 lux up to a distance of 1.125 m and not less than 4 lux up to a distance of 2.25 m. (Where the flux of the standard filament lamp used for measurements is other than 700 lumens, the measurements as taken must be corrected proportionally to the ratio of the fluxes.)",SRP8-141,
46,6.7,Illumination output area size constraints,"The screen illumination values mentioned under 6.3 and 6.5 above shall be measured by means of a photo-electric cell, the useful area of which shall be contained within a square of 65 mm side.",SRP8-012,Test
47,6.7,Illumination output area size constraints,"The screen illumination values mentioned under 6.3 and 6.5 above shall be measured by means of a photo-electric cell, the useful area of which shall be contained within a square of 65 mm side.",SRP8-141,
48,7,Passing beam visual discomfort,The discomfort caused by the passing beam of headlamps shall be gauged,SRP8-012,Test
49,7,Passing beam visual discomfort,The discomfort caused by the passing beam of headlamps shall be gauged,SRP8-141,
50,8.2,Standard Headlamp,Has an effective diameter of not less than 160 mm;,SRP8-012,Inspection
51,8.3,Standard Headlamp,"Provides with a standard filament lamp, at the various points and in the various areas referred to in Paragraph 6.3 above, illumination equal to:",SRP8-012,Test
52,8.3.1,Standard Headlamp,"not more than 90% of the maximum limits, and",SRP8-012,Test
53,8.3.2,Standard Headlamp,not less than 120% of the minimum limits prescribed in the Table in Paragraph 6.3.,SRP8-012,Test
